Region, District No, District, School No,Type,County, School, Email, Title, Status, Phone1, Fax, Grade Levels,ADDRESS,geometry,lng,lat
SOUTH CENTRAL CORE REGIONAL OFFICE,162,TULLAHOMA,975,Homebound,Coffee,Homebound,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","510 S Jackson ST, Tullahoma, TN 37388",POINT (-86.20699479999999 35.3561602),-86.20699479999999,35.3561602
FIRST TENNESSEE CORE REGIONAL OFFICE,860,UNICOI COUNTY,975,Homebound,Unicoi,Homebound,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","100 Nolichucky AVE, Erwin, TN 37650",POINT (-82.4164239 36.1461942),-82.4164239,36.1461942
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,661,UNION CITY,975,Homebound,Obion,Homebound,,Principal: ,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","Po Box 749, Union City, TN 38281",POINT (-89.05819059999999 36.4228494),-89.05819059999999,36.4228494
SOUTHWEST CORE REGIONAL OFFICE,9570,MADISON COUNTY PRIVATE SCHOOLS,9051,Private,Madison,HomeLife Academy,admin@homelifeacademy.com,Principal: Angela McGee,A,(888) 560-0774,(901) 384-0731,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","3566 Highway 45 North, Suite D, Jackson, TN 38305",POINT (-88.00470199999999 42.3457117),-88.004702,42.3457117
SOUTH CENTRAL CORE REGIONAL OFFICE,9600,MAURY COUNTY PRIVATE SCHOOLS,9050,Private,Maury,Hopewell Church Covenant Family School,cmangrum@charter.net,Principal: Charles Mangum,A,(615) 406-4971,(615) 523-3217,"1,2,3,4,5,6,7,8,9,10,11,12","3886 Hopewell RD, Columbia, TN 38451",POINT (-87.06215290000002 35.5031758),-87.06215290000002,35.5031758
MID CUMBERLAND CORE REGIONAL OFFICE,420,HOUSTON COUNTY,12,Public,Houston,Houston Co Adult High School,mcdonoughl5@houstonk12tn.net,Principal: Linda McDonough,A,(931) 289-5525,,"9,10,11,12","2500 State Route 149, Erin, TN 37061",POINT (-87.6606561 36.3521371),-87.6606561,36.3521371
MID CUMBERLAND CORE REGIONAL OFFICE,420,HOUSTON COUNTY,13,Public,Houston,Houston Co High School,gbusey5@houstonk12tn.net,Principal: Granville Busey,A,(931) 289-4447,,"9,10,11,12","2500 State Route 149, Erin, TN 37061",POINT (-87.6606561 36.3521371),-87.6606561,36.3521371
SOUTHWEST CORE REGIONAL OFFICE,796,GERMANTOWN,111,Public,Shelby,Houston High School,john.taylor@gmsdk12.org,Principal: John Taylor,A,(901) 756-2370,(901) 756-2377,"9,10,11,12","9755 Wolf River BLVD, Germantown, TN 38139",POINT (-89.737409 35.0901432),-89.737409,35.0901432
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,271,HUMBOLDT CITY SCHOOLS,20,Public,Gibson,Humboldt Junior/Senior High School,Jason.Newman@hcsvikings.org,Principal: Jason Newman,A,(731) 784-2781,(731) 784-8536,"7,8,9,10,11,12","2600 Viking DR, Humboldt, TN 38343",POINT (-88.9079431 35.8421757),-88.9079431,35.8421757
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,355,Public,Davidson,Hume - Fogg High,kellie.hargis@mnps.org,Principal: Dr. Kellie M. Hargis,A,(615) 291-6300,,"9,10,11,12","700 Broadway, Nashville, TN 37203",POINT (-86.7817738 36.1595518),-86.7817738,36.1595518
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,358,Public,Davidson,Hunters Lane High,Susan.Kessler@mnps.org,Principal: Dr. Susan Kessler,A,(615) 860-1401,,"9,10,11,12","1150 Hunters LN, Nashville, TN 37207",POINT (-86.7527941 36.2792995),-86.7527941,36.2792995
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,93,HUNTINGDON SPECIAL SCHOOL DISTRICT,10,Public,Carroll,Huntingdon High School,jkee@huntingdonschools.net,Principal: Dr. Jonathan Kee,A,(731) 986-8223,(731) 986-4879,"9,10,11,12","475 Mustang DR, Huntingdon, TN 38344",POINT (-88.3821894 36.0072396),-88.3821894,36.0072396
SOUTH CENTRAL CORE REGIONAL OFFICE,260,FRANKLIN COUNTY,65,Public,Franklin,Huntland School,ken.bishop@fcstn.net,"Principal: William K. Bishop, II",A,(931) 361-0300,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","400 Gore ST, Huntland, TN 37345",POINT (-86.26636859999999 35.0473184),-86.26636859999999,35.0473184
SOUTHWEST CORE REGIONAL OFFICE,9792,SHELBY COUNTY PRIVATE SCHOOLS,9105,Private,Shelby,Hutchison School,gstollar@hutchisonschool.org,Principal: Dr. Annette C. Smith,A,(901) 761-6665,,"PK,PS,K,1,2,3,4,5,6,7,8,9,10,11,12","1740 Ridgeway RD, Memphis, TN 38119",POINT (-89.85528599999999 35.0919896),-89.85528599999999,35.0919896
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9719,Private,Davidson,Iftiin Knowledge Academy,byogol@gmail.com,Principal: Bare M. Yogol,A,(615) 512-7593,,"K,1,2,3,4,5,6,7,8,9,10,11,12","1423 4th Ave South, Nashville, TN 37210",POINT (-86.76299499999999 36.138924),-86.76299499999999,36.138924
SOUTHWEST CORE REGIONAL OFFICE,9792,SHELBY COUNTY PRIVATE SCHOOLS,9054,Private,Shelby,Immaculate Conception Cathedral School,karen.gephart@ic.cdom.org,Principal: Mrs. Karen Gephart,A,(901) 725-2710,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","1669 Central AVE, Memphis, TN 38104",POINT (-90.006069 35.1259306),-90.006069,35.1259306
MID CUMBERLAND CORE REGIONAL OFFICE,940,WILLIAMSON COUNTY,52,Public,Williamson,Independence High School,Daniellep@wcs.edu,Principal: Dr. Niki Patton,A,(615) 472-4600,(615) 472-4621,"9,10,11,12","1776 Declaration Way, Thompson's Station, TN 37179",POINT (-86.89117560000001 35.8245746),-86.89117560000001,35.8245746
UPPER CUMBERLAND CORE REGIONAL OFFICE,9210,DEKALB COUNTY PRIVATE SCHOOLS,9005,Private,DeKalb,Indian Mound Boys Residential Center,lwatson@uchra.com,Principal: Leslie Watson,A,(931) 761-5335,(931) 261-2182,"7,8,9,10,11,12","3916 Indian Mound RD, Sparta, TN 38583",POINT (-85.66475120000001 35.9250135),-85.66475120000001,35.9250135
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8048,Public Charter,Davidson,Intrepid College Preparatory Charter School,lstewart@intrepidcollegeprep.org,Principal: Lizzie Stewart,A,(615) 200-0131,,"5,6,7,8,9,10,11,12","5432 Bell Forge Lane East, Antioch, TN 37013",POINT (-86.64510559999999 36.0498979),-86.6451056,36.0498979
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,330,HAMILTON COUNTY,8002,Public Charter,Hamilton,"Ivy Academy, Inc.",hslater@ivyacademychattanooga.com,Principal: Holly Slater,A,,,"9,10,11,12","8443 Dayton PIKE, Soddy Daisy, TN 37379",POINT (-85.2229126 35.2215946),-85.2229126,35.2215946
EAST TENNESSEE CORE REGIONAL OFFICE,9130,CLAIBORNE COUNTY PRIVATE SCHOOLS,9005,Private,Claiborne,J Frank White Academy,bobby.lockhart@lmunet.edu,Principal: Bobby Lockhart,A,(423) 869-6295,(423) 869-6425,"K,1,2,3,4,5,6,7,8,9,10,11,12","6965 Cumberland Gap PKWY, Harrogate, TN 37752",POINT (-83.66115549999999 36.5773949),-83.66115549999999,36.5773949
SOUTHWEST CORE REGIONAL OFFICE,570,MADISON COUNTY,22,Public,Madison,Jackson Central-Merry Early College High,nflewis@jmcss.org,Principal: Nathan Lewis,A,(731) 664-2575,(731) 506-2726,"9,10,11,12","215 Allen AVE, Jackson, TN 38301",POINT (-88.8133575 35.6258427),-88.8133575,35.6258427
SOUTHWEST CORE REGIONAL OFFICE,9570,MADISON COUNTY PRIVATE SCHOOLS,9025,Private,Madison,Jackson Christian School,president@jcseagles.org,Principal: Dr. Mark Benton,A,(731) 668-8055,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","832 Country Club LN, Jackson, TN 38305",POINT (-88.8665719 35.6695773),-88.8665719,35.6695773
UPPER CUMBERLAND CORE REGIONAL OFFICE,440,JACKSON COUNTY,5,Public,Jackson,Jackson County High School,jasonhardy@jacksoncoschools.com,Principal: Jason Hardy,A,(931) 268-9771,,"9,10,11,12","190 Blue Devil Ln, Gainesboro, TN 38562",POINT (-85.66212449999999 36.3879006),-85.66212449999999,36.3879006
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9742,Private,Davidson,Jaymes Christian Academy,,Principal: Angela Phay,A,(615) 856-5407,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","4923 Jonquil Drive, Nashville, TN 37217",POINT (-86.7185696 36.0811345),-86.7185696,36.0811345
EAST TENNESSEE CORE REGIONAL OFFICE,450,JEFFERSON COUNTY,20,Public,Jefferson,Jefferson Co High School,kccline@jcboe.net,Principal: Kevin Cline,A,(865) 397-3182,(865) 397-4121,"9,10,11,12","115 W Dumplin Valley RD, Dandridge, TN 37725",POINT (-83.4676664 36.0510776),-83.4676664,36.0510776
EAST TENNESSEE CORE REGIONAL OFFICE,70,CAMPBELL COUNTY,75,Public,Campbell,Jellico High School,donna.singley@ccpstn.net,Principal: Dr. Donna Singley,A,(423) 783-9455,(423) 784-9456,"9,10,11,12","141 High School LN, Jellico, TN 37762",POINT (-84.11737239999999 36.5785552),-84.1173724,36.5785552
EAST TENNESSEE CORE REGIONAL OFFICE,70,CAMPBELL COUNTY,155,Public,Campbell,Jellico Learning Academy,sandersh@k12tn.net,Principal: Harold Sanders,A,,(423) 784-9456,"6,7,8,9,10,11,12","141 High School RD, Jellico, TN 37762",POINT (-84.11737239999999 36.5785552),-84.1173724,36.5785552
FIRST TENNESSEE CORE REGIONAL OFFICE,9901,JOHNSON CITY PRIVATE SCHOOLS,9705,Private,Johnson,Jeremiah School,pattidunlap0504@gmail.com,Principal: Patricia Dunlap,A,(423) 915-9257,,"3,4,5,6,7,8,9,10,11","1502 Knobb Creek RD, Johnson City, TN 37604",POINT (-82.38184290000001 36.32408340000001),-82.38184290000001,36.32408340000001
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9061,Private,Davidson,Jesus Only Academy,,Principal: Larry Baggett,A,(615) 242-6216,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","324 Glenrose AVE, Nashville, TN 37210",POINT (-86.7467901 36.1258382),-86.7467901,36.1258382
MID CUMBERLAND CORE REGIONAL OFFICE,740,ROBERTSON COUNTY,45,Public,Robertson,Jo Byrns High School,jeff.haines@rcstn.net,Principal: Jeff Haines,A,(615) 696-2251,,"6,7,8,9,10,11,12","7025 Hwy 41 North, Cedar Hill, TN 37032",POINT (-87.0262496 36.5661747),-87.0262496,36.5661747
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,395,Public,Davidson,John Overton High,jill.pittman@mnps.org,Principal: Dr. Jill Pittman,A,(615) 333-5135,,"9,10,11,12","4820 Franklin RD, Nashville, TN 37220",POINT (-86.7725928 36.0792541),-86.7725928,36.0792541
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,740,Public,Davidson,Johnson Alternative Learning Center,Myron.Franklin@mnps.org,Principal: Myron Franklin,A,,,"5,6,7,8,9,10,11,12","1200 2nd Ave South, Nashville, TN 37210",POINT (-86.7636929 36.1453541),-86.7636929,36.1453541
FIRST TENNESSEE CORE REGIONAL OFFICE,460,JOHNSON COUNTY,15,Public,Johnson,Johnson Co High School,lhenley@jocoed.net,Principal: Leon Henley,A,(423) 727-2620,(423) 727-2677,"9,10,11,12","290 Fairground Hill, Mountain City, TN 37683",POINT (-81.80133719999999 36.4802035),-81.80133719999999,36.4802035
MID CUMBERLAND CORE REGIONAL OFFICE,9190,DAVIDSON COUNTY PRIVATE SCHOOLS,9505,Private,Davidson,Jonathan Edwards Classical Academy,Ryan.boomershine@jecanashville.org,Principal: Ryan Boomershine,A,(615) 876-7291,,"K,1,2,3,4,5,6,7,8,9,10,11","4479 Jackson RD, Whites Creek, TN 37189",POINT (-86.774079 36.296037),-86.774079,36.296037
SOUTHWEST CORE REGIONAL OFFICE,9790,SHELBY COUNTY PRIVATE SCHOOLS,9838,Private,Shelby,Journey Home School,rcales@lcaps.org,Principal: Tim VanDouser,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","3719 Shelby RD, Millington, TN 38053",POINT (-89.93882549999999 35.3497817),-89.9388255,35.3497817
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,150,Public,Knox,Karns High School,brad.corum@knoxschools.org,Principal: Brad Corum,A,(865) 539-8670,(865) 539-8679,"9,10,11,12","2710 Byington Solway RD, Knoxville, TN 37931",POINT (-84.1290013 35.9690848),-84.1290013,35.9690848
MID CUMBERLAND CORE REGIONAL OFFICE,630,MONTGOMERY COUNTY,19,Public,Montgomery,Kenwood High,keith.parker@cmcss.net,Principal: Keith Parker,A,(931) 905-7900,,"9,10,11,12","251 E Pine Mountain RD, Clarksville, TN 37042",POINT (-87.38033899999999 36.5798876),-87.38033899999999,36.5798876
SOUTH CENTRAL CORE REGIONAL OFFICE,9680,PERRY COUNTY PRIVATE SCHOOLS,9125,Private,Perry,Keys Kademy,judithkarnold@gmail.com,Principal: Judy Arnold,A,(931) 209-2929,,"K,1,2,3,4,5,6,7,8,9,10,11,12","66 School DR, Lobelville, TN 37097",POINT (-87.7982732 35.7141897),-87.7982732,35.7141897
SOUTH CENTRAL CORE REGIONAL OFFICE,9600,MAURY COUNTY PRIVATE SCHOOLS,9030,Private,Maury,Kings Daughters School,jennifer.ballard@tkds.org,Principal: Jennifer Ballard,A,(931) 388-3810,(931) 388-0405,"N,K,1,2,3,4,5,6,7,8,9,10,11,12","412 West Ninth ST, Columbia, TN 38401",POINT (-87.0412649 35.6132368),-87.0412649,35.6132368
SOUTHWEST CORE REGIONAL OFFICE,792,SHELBY COUNTY,2377,Public,Shelby,Kingsbury Career  Technology Center,BattsT@scsk12.org,Principal: Timothy Batts,A,(901) 416-6060,(901) 416-6003,"10,11,12","1328 N Graham St, Memphis, TN 38122",POINT (-89.92546929999999 35.1675868),-89.92546929999999,35.1675868
SOUTHWEST CORE REGIONAL OFFICE,792,SHELBY COUNTY,2375,Public,Shelby,Kingsbury High,millers2@scsk12.org,Principal: Shenar Miller,A,(901) 416-6060,(901) 416-6061,"9,10,11,12","1270 N Graham St, Memphis, TN 38122",POINT (-89.9244473 35.1663834),-89.9244473,35.1663834
SOUTHWEST CORE REGIONAL OFFICE,792,SHELBY COUNTY,8202,Public Charter,Shelby,KIPP Memphis Collegiate High School,sedwards@kippmemphis.org,Principal: Sharifa Edwards,A,(901) 791-9792,,"9,10,11,12","2110 Howell AVE, Memphis, TN 38108",POINT (-89.98673769999999 35.1673269),-89.98673769999999,35.1673269
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8011,Public Charter,Davidson,KIPP Nashville Collegiate High School,mgauthier@kippnashville.org,Principal: Marc Gauthier,A,(615) 226-4484,,"9,10,11,12","123 Douglas AVE, Nashville, TN 37207",POINT (-86.7694065 36.1946017),-86.7694065,36.1946017
SOUTHWEST CORE REGIONAL OFFICE,792,SHELBY COUNTY,2379,Public,Shelby,Kirby High,HUNTERS@scsk12.org,Principal: Dr. Steevon R. Hunter,A,(901) 416-1960,(901) 416-1968,"9,10,11,12","4080 Kirby Pkwy, Memphis, TN 38115",POINT (-89.8446587 35.0376527),-89.8446587,35.0376527
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8065,Public Charter,Davidson,Knowledge Academies High School,lwhite@kayouth.org,Principal: LaTonya White,A,,,"9,10,11,12","5320 Hickory Hollow PKWY, Antioch, TN 37013",POINT (-86.6525286 36.0472778),-86.6525286,36.0472778
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,158,Public,Knox,Knox Adaptive Education Center,daniel.champion@knoxschools.org,Principal: Daniel Champion,A,(865) 909-9020,(865) 909-9025,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","5719 Kingston PIKE, Knoxville, TN 37919",POINT (-83.9971583 35.9355237),-83.9971583,35.9355237
EAST TENNESSEE CORE REGIONAL OFFICE,9470,KNOX COUNTY PRIVATE SCHOOLS,9035,Private,Knox,Knoxville Adventist School,,Principal: Shirley Watson,A,(865) 522-9929,,"K,1,2,3,4,5,6,7,8,9,10","3615 Kingston PIKE, Knoxville, TN 37919",POINT (-83.9639356 35.9468714),-83.9639356,35.9468714
EAST TENNESSEE CORE REGIONAL OFFICE,9470,KNOX COUNTY PRIVATE SCHOOLS,9005,Private,Knox,Knoxville Baptist Christian School,kbcs@kbcs.org,Principal: Bob Evans,A,(865) 524-3211,(865) 523- ext. 4814,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","2434 East Fifth AVE, Knoxville, TN 37917",POINT (-83.897943 35.984897),-83.897943,35.984897
EAST TENNESSEE CORE REGIONAL OFFICE,9470,KNOX COUNTY PRIVATE SCHOOLS,9050,Private,Knox,Knoxville Catholic High School,,Principal: Dickie Sompaytac,A,,,"9,10,11,12","9245 Fox Lonas RD, Knoxville, TN 37923",POINT (-84.09137729999999 35.9294333),-84.09137729999999,35.9294333
EAST TENNESSEE CORE REGIONAL OFFICE,9470,KNOX COUNTY PRIVATE SCHOOLS,9055,Private,Knox,Knoxville Christian School,bsimpson@kcsknights.org,Principal: Robert Simpson,A,(865) 966-7060,(865) 671-2148,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","11549 Snyder RD, Knoxville, TN 37932",POINT (-84.17195099999999 35.9063002),-84.17195099999999,35.9063002
EAST TENNESSEE CORE REGIONAL OFFICE,470,KNOX COUNTY,334,Public,Knox,L N STEM Academy,james.allen@knoxschools.org,Principal: Jimm Allen,A,,(865) 329-8457,"9,10,11,12","401 Henley ST, Knoxville, TN 37902",POINT (-83.92444789999999 35.9643568),-83.92444789999999,35.9643568
EAST TENNESSEE CORE REGIONAL OFFICE,9470,KNOX COUNTY PRIVATE SCHOOLS,9040,Private,Knox,Lake Brook Academy,tiffani.wiles@mcnabb.org,Principal: Tiffani Wiles,A,(865) 544-5069 ext. 1882,(865) 246-0956,"K,1,2,3,4,5,6,7,8,9,10,11,12","3006 Lake Brook BLVD, Knoxville, TN 37909",POINT (-84.02983619999999 35.9474538),-84.02983619999999,35.9474538
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,480,LAKE COUNTY,5,Public,Lake,Lake Co High School,preston.caldwell@lcfalcons.net,Principal: Preston Caldwell,A,(731) 253-7734,(731) 253-7766,"9,10,11,12","300 Cochran ST, Tiptonville, TN 38079",POINT (-89.47251920000001 36.3751394),-89.47251920000001,36.3751394
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,9400,HENRY COUNTY PRIVATE SCHOOLS,9050,Private,Henry,Lakeside Christian Academy,phugs@charter.net,Principal: Rev. Pamela E. Hughes,A,(731) 644-3752,(731) 644-0729,"K,1,2,3,4,5,6,7,8,9,10,11,12","2920 Highway 641 North, Paris, TN 38242",POINT (-88.28286399999999 36.2687027),-88.28286399999999,36.2687027
EAST TENNESSEE CORE REGIONAL OFFICE,9450,JEFFERSON COUNTY PRIVATE SCHOOLS,9842,Private,Jefferson,Lakeway Christian Academy/Lakeway Christian Schools,dmcvicker@lcstn.org,Principal: David McVicker,A,,,"6,7,8,9,10,11","3720 Roy Messer HWY, White Pine, TN 37890",POINT (-83.3402047 36.1134286),-83.3402047,36.1134286
FIRST TENNESSEE CORE REGIONAL OFFICE,9320,HAMBLEN COUNTY PRIVATE SCHOOLS,9050,Private,Hamblen,Lakeway Christian School,Misty.Benton95@gmail.com,Principal: Misty Benton,A,(423) 581-0437,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","918 Jarnigan AVE, Morristown, TN 37813",POINT (-83.30991379999999 36.1950015),-83.30991379999999,36.1950015
MID CUMBERLAND CORE REGIONAL OFFICE,9750,RUTHERFORD COUNTY PRIVATE SCHOOLS,9052,Private,Rutherford,Lancaster Christian Academy,rachel.malpass@lcaknights.com,Principal: Rachel Malpass,A,(615) 223-0451,(615) 223-6246,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","150 Soccer Way, Smyrna, TN 37167",POINT (-86.50968189999999 35.9793633),-86.50968189999999,35.9793633
EAST TENNESSEE CORE REGIONAL OFFICE,9760,SCOTT COUNTY PRIVATE SCHOOLS,9050,Private,Scott,Landmark Christian School,Landmarkcs@highland.net,Principal: Susan Phillips,A,(423) 569-5719,(800) 978-0151,"K,1,2,3,4,5,6,7,8,9,10,11,12","260 Landmark RD, Oneida, TN 37841",POINT (-84.5392149 36.4738016),-84.5392149,36.4738016
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,9060,BRADLEY COUNTY PRIVATE SCHOOLS,9051,Private,Bradley,Landmark Christian School,lhyde@landmarkchurch.com,Principal: Ron Hyde,A,(423) 478-1545,(423) 330-1883,"K,1,2,3,4,5,6,7,8,9,10,11,12","1802 Lois ST, Cleveland, TN 37311",POINT (-84.86082449999999 35.1395827),-84.86082449999999,35.1395827
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,9720,RHEA COUNTY PRIVATE SCHOOLS,9050,Private,Rhea,Laurelbrook Academy,wrsarr@laurelbrook.org,Principal: Wanda Sarr,A,(423) 775-3339,(423) 775-3330,"9,10,11,12","114 Campus DR, Dayton, TN 37321",POINT (-85.11541649999999 35.4944284),-85.1154165,35.4944284
SOUTHWEST CORE REGIONAL OFFICE,9792,SHELBY COUNTY PRIVATE SCHOOLS,9235,Private,Shelby,Lausanne Collegiate School,,Principal: Stuart McCathie,A,(901) 683-5233,,"PK,PS,K,1,2,3,4,5,6,7,8,9,10,11,12","1381 West Massey RD, Memphis, TN 38120",POINT (-89.8522565 35.11234719999999),-89.8522565,35.11234719999999
MID CUMBERLAND CORE REGIONAL OFFICE,750,RUTHERFORD COUNTY,63,Public,Rutherford,Lavergne High School,hatchettt@rcschools.net,Principal: Dr. Theowauna Hatchett,A,(615) 904-3870,(615) 793-3500,"9,10,11,12","250 Wolverine Trail, Lavergne, TN 37086",POINT (-86.5604652 35.9890283),-86.5604652,35.9890283
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,40,Public,Lawrence,Lawrence Co High School,lchs_principal@lcss.us,Principal: Michael Adkins,A,(931) 762-9412,,"9,10,11,12","1800 Springer RD, Lawrenceburg, TN 38464",POINT (-87.3145035 35.2588011),-87.3145035,35.2588011
SOUTH CENTRAL CORE REGIONAL OFFICE,500,LAWRENCE COUNTY,36,Public,Lawrence,Lawrence County Adult High School,evan.white@lcss.us,Principal: Evan White,A,(931) 762-5251,,"9,10,11,12","610 Mahr AVE, Lawrenceburg, TN 38464",POINT (-87.33456409999999 35.2484331),-87.3345641,35.2484331
SOUTHWEST CORE REGIONAL OFFICE,9792,SHELBY COUNTY PRIVATE SCHOOLS,9792,Private,Shelby,Le Bonheur Children's Medical Center Hospital School,jessica.liles@lebonheur.org,Principal: Jessica Liles,A,,,"K,1,2,3,4,5,6,7,8,9,10,11,12","848 Adams Avenue AVE, Memphis, TN 38103",POINT (-90.0317757 35.1449232),-90.0317757,35.1449232
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8003,Public Charter,Davidson,Lead Academy,Nic.Frank@leadpublicschools.org,Principal: Nic Frank,A,(615) 327-5422,,"9,10,11,12","1035 1st Ave South, Nashville, TN 37210",POINT (-86.76498889999999 36.1482714),-86.76498889999999,36.1482714
MID CUMBERLAND CORE REGIONAL OFFICE,190,DAVIDSON COUNTY,8013,Public Charter,Davidson,LEAD Southeast,emma.mac@leadpublicschools.org,Principal: Emma Mac,A,(615) 800-6814,,"5,6,7,8,9,10,11,12","531 Metroplex DR, Nashville, TN 37211",POINT (-86.70371109999999 36.0927025),-86.70371109999999,36.0927025
UPPER CUMBERLAND CORE REGIONAL OFFICE,9950,WILSON COUNTY PRIVATE SCHOOLS,9025,Private,Wilson,Lebanon Academy,jquirk@omnivisions.com,Principal: Jeff Quirk,A,(615) 443-7222,,"6,7,8,9,10,11,12","3065 Murfreesboro RD, Lebanon, TN 37090",POINT (-86.3236921 36.1216128),-86.3236921,36.1216128
MID CUMBERLAND CORE REGIONAL OFFICE,950,WILSON COUNTY,25,Public,Wilson,Lebanon High School,waltersm@wcschools.com,Principal: M. Scott Walters,A,(615) 444-9610,(615) 443-1373,"9,10,11,12","500 Blue Devil BLVD, Lebanon, TN 37087",POINT (-86.336973 36.20233899999999),-86.336973,36.20233899999999
EAST TENNESSEE CORE REGIONAL OFFICE,531,LENOIR CITY,5,Public,Loudon,Lenoir City High School,corr@lenoircityschools.net,Principal: Chip L. Orr,A,(865) 986-2072,(865) 988-2054,"9,10,11,12","1485 Old Hwy 95, Lenoir City, TN 37771",POINT (-84.28614109999999 35.8072679),-84.2861411,35.8072679
SOUTH CENTRAL CORE REGIONAL OFFICE,510,LEWIS COUNTY,10,Public,Lewis,Lewis Co High School,shickerson@lewisk12.org,Principal: Stacey Hickerson,A,(931) 796-4085,(931) 796-1172,"9,10,11,12","818 West Main ST, Hohenwald, TN 38462",POINT (-87.57470859999999 35.548205),-87.5747086,35.548205
SOUTHWEST CORE REGIONAL OFFICE,390,HENDERSON COUNTY,15,Public,Henderson,Lexington High School,lindsey.steve@hcschoolstn.org,Principal: Mr. Steve Lindsey,A,(731) 968-2961,(731) 968-9399,"9,10,11,12","284 White ST, Lexington, TN 38351",POINT (-88.3881123 35.658085),-88.3881123,35.658085
NORTHWEST TENNESSEE CORE REGIONAL OFFICE,9920,WEAKLEY COUNTY PRIVATE SCHOOLS,9050,Private,Weakley,Liberty Christian Academy,libertychristianacademy1@gmail.com,Principal: Roger Brantley,A,(731) 235-3116,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","329 Green RD, Gleason, TN 38229",POINT (-88.700002 36.229716),-88.700002,36.229716
SOUTHEAST TENNESSEE CORE REGIONAL OFFICE,9540,MCMINN COUNTY PRIVATE SCHOOLS,9050,Private,McMinn,Liberty Christian Academy,libertychristianacademy1@gmail.com,Principal: Jason Kennedy,A,(423) 745-9248,,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","3328 Highway 11 South, Gleason, TN 38225",POINT (-84.66601559999999 35.4157361),-84.6660156,35.4157361
SOUTHWEST CORE REGIONAL OFFICE,570,MADISON COUNTY,53,Public,Madison,Liberty Technology Magnet High School,jbbarnett@jmcss.org,Principal: James Barnett,A,(731) 423-9086,,"9,10,11,12","3470 Ridgecrest Road, Extended, Jackson, TN 38305",POINT (-88.75902029999999 35.6750766),-88.75902029999999,35.6750766
UPPER CUMBERLAND CORE REGIONAL OFFICE,9560,MACON COUNTY PRIVATE SCHOOLS,9050,Private,Macon,Lighthouse Academy,rlkeith@nctc.com,Principal: Leon W. Keith,A,(615) 666-7151,(615) 666-7151,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12","5576 Highway 52, West, Lafayette, TN 37083",POINT (-86.1153975 36.5265345),-86.1153975,36.5265345
